State,County,County,State Profile,Jurisdiction Profile (R/B/M),County Profile,State Social Distancing Policy,state abbreviation,Pre-COVID Jail Population,Change,Percentage Change,Jail Incarceration Rate Per 100K,International Benchmark,Rate Reduction to Match Internatonal Norms,Add'l Jail Reduction to Match Pre-COVID Intn'l Avg,Jail rate is X time norm,Target Jail Population,Date of covid data,Jail Population (Latest),Resident population,Cases Per 100K Residents,COVID-19 Cases,Deaths Per 100K Residents,COVID-19 Deaths
Kentucky,"Nelson, KY",Nelson,23,R,0.6760710554,,KY,117,-34,-0.290598291,179.5254,35,-144.525,-66.8185,5.129298,16.18155,4/9/2020,83,46233,15,7,0,0
Kentucky,"Oldham, KY",Oldham,23,M,0.6655982906,,KY,292,-44,-0.150684932,371.263,35,-336.263,-224.62,10.60752,23.37965,4/9/2020,248,66799,17,11,0,0
Kentucky,"Pike, KY",Pike,23,B,0.8215384615,,KY,416,-44,-0.105769231,642.7535,35,-607.753,-351.743,18.36438,20.2566,4/9/2020,372,57876,2,1,0,0
Kentucky,"Pulaski, KY",Pulaski,23,B,0.8448810755,,KY,341,-115,-0.337243402,347.8047,35,-312.805,-203.257,9.937276,22.74265,4/9/2020,226,64979,40,26,2,1
Kentucky,"Rockcastle, KY",Rockcastle,23,B,0.8596311475,,KY,100,-26,-0.26,443.2465,35,-408.246,-68.1568,12.66419,5.84325,4/9/2020,74,16695,36,6,0,0
Kentucky,"Russell, KY",Russell,23,R,0.8624229979,,KY,115,-23,-0.2,513.3069,35,-478.307,-85.727,14.66591,6.27305,4/9/2020,92,17923,22,4,0,0
Kentucky,"Scott, KY",Scott,23,M,0.661358811,,KY,128,-53,-0.4140625,131.5697,35,-96.5697,-55.0486,3.759135,19.9514,4/9/2020,75,57004,37,21,0,0
Kentucky,"Shelby, KY",Shelby,23,M,0.677589852,,KY,283,-116,-0.409893993,340.6495,35,-305.649,-149.842,9.732842,17.1584,4/9/2020,167,49024,27,13,0,0
Kentucky,"Taylor, KY",Taylor,23,R,0.7650727651,,KY,246,-86,-0.349593496,620.9011,35,-585.901,-150.981,17.74003,9.01915,4/9/2020,160,25769,12,3,0,0
Kentucky,"Todd, KY",Todd,23,R,0.7761806982,,KY,140,-19,-0.135714286,984.2199,35,-949.22,-116.697,28.12057,4.3029,4/9/2020,121,12294,24,3,0,0
Kentucky,"Union, KY",Union,23,R,0.7796086509,,KY,75,-16,-0.213333333,410.2635,35,-375.264,-53.9667,11.72182,5.03335,4/9/2020,59,14381,21,3,0,0
Kentucky,"Warren, KY",Warren,23,M,0.6284501062,,KY,668,-113,-0.169161677,417.6198,35,-382.62,-508.486,11.93199,46.5136,4/9/2020,555,132896,26,35,0,0
Kentucky,"Wayne, KY",Wayne,23,B,0.8165983607,,KY,192,-31,-0.161458333,791.8163,35,-756.816,-153.883,22.62332,7.11655,4/9/2020,161,20333,20,4,0,0
Kentucky,"Webster, KY",Webster,23,R,0.7796086509,,KY,274,-31,-0.113138686,1877.608,35,-1842.61,-238.47,53.64594,4.5297,4/9/2020,243,12942,54,7,0,0
Kentucky,"Whitley, KY",Whitley,23,B,0.8456790123,,KY,307,-70,-0.228013029,653.5407,35,-618.541,-224.308,18.67259,12.6924,4/9/2020,237,36264,3,1,0,0
Kentucky,"Woodford, KY",Woodford,23,M,0.608137045,,KY,133,-27,-0.203007519,396.4988,35,-361.499,-96.6431,11.32854,9.3569,4/9/2020,106,26734,49,13,0,0
Louisiana,"Acadia, LA",Acadia,17,R,0.7895812053,,LA,170,10,0.058823529,290.112,35,-255.112,-158.284,8.288915,21.71575,4/9/2020,180,62045,143,89,5,3
Louisiana,"Allen, LA",Allen,17,M,0.7651905252,,LA,119,-53,-0.445378151,257.5409,35,-222.541,-57.0306,7.358311,8.96945,4/9/2020,66,25627,258,66,20,5
Louisiana,"Ascension, LA",Ascension,17,M,0.6871101871,,LA,476,-117,-0.245798319,283.5613,35,-248.561,-314.689,8.101753,44.3114,4/9/2020,359,126604,292,370,13,17
Louisiana,"Assumption, LA",Assumption,17,B,0.6305015353,,LA,109,-21,-0.19266055,401.9917,35,-366.992,-80.3382,11.48548,7.66185,4/9/2020,88,21891,429,94,0,0
Louisiana,"Avoyelles, LA",Avoyelles,17,B,0.6895491803,,LA,409,-52,-0.127139364,889.2985,35,-854.299,-342.95,25.40853,14.0504,4/9/2020,357,40144,140,56,3,1
Louisiana,"Beauregard, LA",Beauregard,17,R,0.8362512873,,LA,147,-28,-0.19047619,317.3587,35,-282.359,-105.876,9.067392,13.12395,4/9/2020,119,37497,69,26,3,1
Louisiana,"Bienville, LA",Bienville,17,M,0.5452695829,,LA,40,-10,-0.25,226.569,35,-191.569,-25.3657,6.4734,4.63435,4/9/2020,30,13241,181,24,8,1
Louisiana,"Bossier, LA",Bossier,17,R,0.7370600414,,LA,1078,24,0.022263451,867.4502,35,-832.45,-1057.54,24.78429,44.46365,4/9/2020,1102,127039,135,171,6,7
Louisiana,"Caddo, LA",Caddo,17,R,0.4783057851,,LA,1289,-213,-0.165244375,447.9526,35,-412.953,-991.929,12.79864,84.0714,4/9/2020,1076,240204,377,906,11,26
Louisiana,"Calcasieu, LA",Calcasieu,17,M,0.6732570239,,LA,1261,-271,-0.214908803,486.6395,35,-451.64,-918.797,13.90399,71.2026,4/9/2020,990,203436,103,209,2,4
Louisiana,"Caldwell, LA",Caldwell,17,M,0.8290946083,,LA,608,-33,-0.054276316,5797.54,35,-5762.54,-571.529,165.644,3.4713,4/9/2020,575,9918,182,18,0,0
Louisiana,"Cameron, LA",Cameron,17,B,0.9102167183,,LA,21,2,0.095238095,329.8437,35,-294.844,-20.5595,9.424105,2.44055,4/9/2020,23,6973,14,1,0,0
Louisiana,"Catahoula, LA",Catahoula,17,R,0.7246963563,,LA,71,-46,-0.647887324,263.3242,35,-228.324,-21.6771,7.523549,3.3229,4/9/2020,25,9494,179,17,11,1
Louisiana,"Claiborne, LA",Claiborne,17,R,0.5688073394,,LA,579,-69,-0.119170984,3254.627,35,-3219.63,-504.516,92.98933,5.4845,4/9/2020,510,15670,243,38,13,2
Louisiana,"Concordia, LA",Concordia,17,B,0.6257606491,,LA,140,-34,-0.242857143,550.392,35,-515.392,-99.2594,15.72549,6.74065,4/9/2020,106,19259,68,13,5,1
Louisiana,"De Soto, LA",De Soto,17,B,0.6095820591,,LA,92,-30,-0.326086957,225.7583,35,-190.758,-52.388,6.450237,9.61205,4/9/2020,62,27463,368,101,26,7
Louisiana,"East Baton Rouge, LA",East Baton Rouge,17,B,0.4517819706,,LA,1683,-296,-0.175876411,315.185,35,-280.185,-1232.98,9.005286,154.0207,4/9/2020,1387,440059,227,1000,8,36
Louisiana,"East Feliciana, LA",East Feliciana,17,M,0.5680655067,,LA,238,-11,-0.046218487,1186.308,35,-1151.31,-220.303,33.89451,6.69725,4/9/2020,227,19135,308,59,11,2
Louisiana,"Franklin, LA",Franklin,17,R,0.7235116044,,LA,822,-62,-0.075425791,3797.152,35,-3762.15,-752.995,108.4901,7.00525,4/9/2020,760,20015,185,37,0,0
Louisiana,"Iberia, LA",Iberia,17,R,0.6611909651,,LA,401,-49,-0.122194514,504.0813,35,-469.081,-327.56,14.40232,24.4405,4/9/2020,352,69830,155,108,7,5
Louisiana,"Iberville, LA",Iberville,17,B,0.4676923077,,LA,110,-15,-0.136363636,292.2088,35,-257.209,-83.6212,8.348823,11.37885,4/9/2020,95,32511,575,187,28,9
Louisiana,"Jackson, LA",Jackson,17,M,0.7071428571,,LA,161,-42,-0.260869565,755.8435,35,-720.843,-113.49,21.59553,5.5104,4/9/2020,119,15744,45,7,0,0
Louisiana,"Jefferson, LA",Jefferson,17,M,0.5772442589,,LA,1093,-165,-0.150960659,214.5699,35,-179.57,-776.627,6.13057,151.3726,4/9/2020,928,432493,1036,4480,37,158
Louisiana,"Jefferson Davis, LA",Jefferson Davis,17,R,0.7775489186,,LA,165,-49,-0.296969697,369.8036,35,-334.804,-105.021,10.56582,10.9788,4/9/2020,116,31368,96,30,6,2
Louisiana,"Lafayette, LA",Lafayette,17,R,0.6757322176,,LA,960,-247,-0.257291667,291.7468,35,-256.747,-627.464,8.335623,85.5365,4/9/2020,713,244390,124,303,5,11
Louisiana,"Lafourche, LA",Lafourche,17,R,0.7915376677,,LA,637,-99,-0.155416013,551.1504,35,-516.15,-503.835,15.74716,34.1649,4/9/2020,538,97614,403,393,11,11
Louisiana,"LaSalle, LA",LaSalle,17,M,0.906122449,,LA,67,-11,-0.164179104,376.0408,35,-341.041,-50.7878,10.74402,5.2122,4/9/2020,56,14892,60,9,0,0
Louisiana,"Lincoln, LA",Lincoln,17,R,0.6022964509,,LA,280,-35,-0.125,524.1539,35,-489.154,-228.64,14.97582,16.3597,4/9/2020,245,46742,60,28,0,0
Louisiana,"Livingston, LA",Livingston,17,B,0.8757763975,,LA,956,-160,-0.167364017,565.3851,35,-530.385,-746.724,16.15386,49.27615,4/9/2020,796,140789,73,103,1,1
Louisiana,"Madison, LA",Madison,17,R,0.412360689,,LA,34,-9,-0.264705882,228.2897,35,-193.29,-21.1672,6.522562,3.83285,4/9/2020,25,10951,18,2,0,0
Louisiana,"Morehouse, LA",Morehouse,17,M,0.5579268293,,LA,461,-15,-0.032537961,1793.037,35,-1758.04,-437.294,51.22963,8.7059,4/9/2020,446,24874,97,24,0,0
Louisiana,"Orleans, LA",Orleans,17,B,0.1539267016,,LA,1052,-239,-0.227186312,208.3846,35,-173.385,-676.45,5.953846,136.5504,4/9/2020,813,390144,1344,5242,57,224
Louisiana,"Ouachita, LA",Ouachita,17,R,0.6310380267,,LA,1195,-159,-0.133054393,675.8917,35,-640.892,-982.352,19.31119,53.64765,4/9/2020,1036,153279,196,300,3,4
Louisiana,"Plaquemines, LA",Plaquemines,17,M,0.6731958763,,LA,615,-40,-0.06504065,2478.769,35,-2443.77,-566.881,70.82197,8.11895,4/9/2020,575,23197,556,129,35,8
Louisiana,"Pointe Coupee, LA",Pointe Coupee,17,B,0.5875763747,,LA,104,-19,-0.182692308,391.1643,35,-356.164,-77.3945,11.17612,7.6055,4/9/2020,85,21730,147,32,5,1
Louisiana,"Rapides, LA",Rapides,17,M,0.6680412371,,LA,848,-104,-0.122641509,573.8615,35,-538.862,-698.623,16.39604,45.3768,4/9/2020,744,129648,114,148,3,4
Louisiana,"Red River, LA",Red River,17,B,0.5526046987,,LA,70,-14,-0.2,663.3499,35,-628.35,-53.0453,18.95285,2.9547,4/9/2020,56,8442,59,5,12,1
Louisiana,"Richland, LA",Richland,17,R,0.6656504065,,LA,741,-59,-0.079622132,3389.325,35,-3354.33,-674.957,96.83786,7.0427,4/9/2020,682,20122,80,16,0,0
Louisiana,"Sabine, LA",Sabine,17,R,0.82226762,,LA,200,-34,-0.17,695.026,35,-660.026,-157.641,19.85788,8.3594,4/9/2020,166,23884,34,8,0,0
Louisiana,"St. Charles, LA",St. Charles,17,B,0.6479591837,,LA,476,-53,-0.111344538,796.6102,35,-761.61,-404.415,22.76029,18.585,4/9/2020,423,53100,682,362,41,22
Louisiana,"St. Helena, LA",St. Helena,17,B,0.4271151886,,LA,48,-2,-0.041666667,454.0071,35,-419.007,-42.4538,12.97163,3.5462,4/9/2020,46,10132,109,11,0,0
Louisiana,"St. James, LA",St. James,17,B,0.4592668024,,LA,73,0,0,346.0372,35,-311.037,-65.6164,9.886776,7.3836,4/9/2020,73,21096,905,191,33,7
Louisiana,"St. John the Baptist, LA",St. John the Baptist,17,B,0.3743589744,,LA,162,-25,-0.154320988,319.817,35,-284.817,-122.007,9.137628,14.99295,4/9/2020,137,42837,1114,477,82,35
Louisiana,"St. Martin, LA",St. Martin,17,B,0.6711065574,,LA,229,-39,-0.170305677,355.5988,35,-320.599,-171.299,10.15997,18.70085,4/9/2020,190,53431,238,127,11,6
Louisiana,"St. Mary, LA",St. Mary,17,B,0.6408163265,,LA,220,-38,-0.172727273,368.8093,35,-333.809,-164.728,10.53741,17.2718,4/9/2020,182,49348,180,89,2,1
Louisiana,"St. Tammany, LA",St. Tammany,17,R,0.7662473795,,LA,937,-167,-0.178228388,295.6774,35,-260.677,-678.853,8.447924,91.14665,4/9/2020,770,260419,298,777,7,19
Louisiana,"Tangipahoa, LA",Tangipahoa,17,R,0.6680412371,,LA,594,-119,-0.2003367,352.4837,35,-317.484,-427.835,10.07096,47.1653,4/9/2020,475,134758,210,283,4,5
Louisiana,"Vermilion, LA",Vermilion,17,R,0.8073770492,,LA,142,-13,-0.091549296,216.7666,35,-181.767,-108.171,6.193333,20.82885,4/9/2020,129,59511,37,22,2,1
Louisiana,"Vernon, LA",Vernon,17,R,0.8350515464,,LA,139,-47,-0.338129496,193.9742,35,-158.974,-75.3999,5.542119,16.60015,4/9/2020,92,47429,23,11,0,0
Louisiana,"Washington, LA",Washington,17,R,0.687755102,,LA,164,-42,-0.256097561,264.1036,35,-229.104,-105.832,7.545816,16.1679,4/9/2020,122,46194,258,119,17,8
Louisiana,"Webster, LA",Webster,17,M,0.6483180428,,LA,638,-57,-0.089341693,1515.389,35,-1480.39,-567.581,43.29682,13.419,4/9/2020,581,38340,144,55,5,2
Louisiana,"West Baton Rouge, LA",West Baton Rouge,17,B,0.5630165289,,LA,315,-43,-0.136507937,1027.773,35,-992.773,-262.737,29.36493,9.26275,4/9/2020,272,26465,215,57,34,9
Louisiana,"West Carroll, LA",West Carroll,17,R,0.8475609756,,LA,25,2,0.08,249.3075,35,-214.307,-23.2095,7.123071,3.7905,4/9/2020,27,10830,9,1,0,0
Louisiana,"West Feliciana, LA",West Feliciana,17,M,0.6012332991,,LA,26,-10,-0.384615385,102.7749,35,-67.7749,-10.5512,2.936426,5.4488,4/9/2020,16,15568,244,38,0,0
Louisiana,"Winn, LA",Winn,17,R,0.7370030581,,LA,131,-19,-0.145038168,805.5236,35,-770.524,-107.134,23.01496,4.8664,4/9/2020,112,13904,50,7,14,2
Maryland,"Prince George's, MD",Prince George's,-23,B,0.08504098361,,MD,866,-114,-0.131639723,82.69852,35,-47.6985,-433.736,2.362815,318.2645,4/9/2020,752,909327,162,1476,4,35
Michigan,"Oakland, MI",Oakland,-1,M,0.4575026233,,MI,1282,-371,-0.289391576,72.44049,35,-37.4405,-470.846,2.069728,440.1544,4/9/2020,911,1257584,338,4247,20,246
Michigan,"Wayne, MI",Wayne,-1,B,0.3063343718,,MI,1410,-467,-0.331205674,53.90595,35,-18.906,-330.73,1.54017,612.2701,4/9/2020,943,1749343,577,10093,29,504
Mississippi,"Clay, MS",Clay,15,B,0.4204660588,,MS,61,4,0.06557377,336.5086,35,-301.509,-58.2394,9.614531,6.7606,4/9/2020,65,19316,73,14,0,0
Mississippi,"DeSoto, MS",DeSoto,15,R,0.3209494324,,MS,161,-28,-0.173913043,71.91327,35,-36.9133,-68.2693,2.054665,64.73075,4/9/2020,133,184945,81,150,1,1
Mississippi,"Forrest, MS",Forrest,15,M,0.5733471074,,MS,214,-58,-0.271028037,208.286,35,-173.286,-129.786,5.95103,26.21395,4/9/2020,156,74897,95,71,3,2
Mississippi,"Hancock, MS",Hancock,15,R,0.8047276465,,MS,194,-19,-0.097938144,367.4001,35,-332.4,-158.329,10.49714,16.6712,4/9/2020,175,47632,78,37,6,3
Mississippi,"Hinds, MS",Hinds,15,B,0.7190669371,,MS,483,-89,-0.18426501,169.9448,35,-134.945,-312.856,4.855565,81.144,4/9/2020,394,231840,88,203,1,2
Mississippi,"Kemper, MS",Kemper,15,M,0.3860887097,,MS,372,-19,-0.051075269,3623.486,35,-3588.49,-349.59,103.5282,3.4097,4/9/2020,353,9742,133,13,0,0
Mississippi,"Lamar, MS",Lamar,15,R,0.7854209446,,MS,100,-24,-0.24,119.9817,35,-84.9817,-53.83,3.428048,22.17005,4/9/2020,76,63343,38,24,2,1
Mississippi,"Marion, MS",Marion,15,R,0.683248731,,MS,303,-21,-0.069306931,1147.601,35,-1112.6,-273.399,32.7886,8.60055,4/9/2020,282,24573,65,16,0,0
Mississippi,"Perry, MS",Perry,15,R,0.7718052738,,MS,19,-9,-0.473684211,83.52126,35,-48.5213,-5.80945,2.386322,4.19055,4/9/2020,10,11973,117,14,8,1
Mississippi,"Tunica, MS",Tunica,15,M,0.2462006079,,MS,29,-3,-0.103448276,269.9336,35,-234.934,-22.6288,7.712387,3.3712,4/9/2020,26,9632,177,17,10,1
Mississippi,"Yazoo, MS",Yazoo,15,B,0.4666666667,,MS,522,21,0.040229885,1828.899,35,-1793.9,-532.609,52.25425,10.3915,4/9/2020,543,29690,158,47,3,1
Missouri,"Barry, MO",Barry,19,R,0.8078512397,,MO,38,-5,-0.131578947,92.2071,35,-57.2071,-20.4739,2.634489,12.52615,4/9/2020,33,35789,3,1,0,0
Missouri,"Bates, MO",Bates,19,R,0.7873684211,,MO,30,-9,-0.3,129.8541,35,-94.8541,-15.3398,3.710116,5.6602,4/9/2020,21,16172,25,4,0,0
Missouri,"Bollinger, MO",Bollinger,19,R,0.8728205128,,MO,17,-5,-0.294117647,98.90382,35,-63.9038,-7.75345,2.825823,4.24655,4/9/2020,12,12133,25,3,0,0
Missouri,"Buchanan, MO",Buchanan,19,R,0.6392742796,,MO,206,-77,-0.373786408,147.6581,35,-112.658,-98.4226,4.218802,30.5774,4/9/2020,129,87364,20,17,1,1
Missouri,"Cape Girardeau, MO",Cape Girardeau,19,R,0.7606659729,,MO,148,-12,-0.081081081,172.4335,35,-137.433,-108.395,4.92667,27.60485,4/9/2020,136,78871,30,24,1,1
Missouri,"Christian, MO",Christian,19,R,0.7846638655,,MO,100,-44,-0.44,63.20898,35,-28.209,-24.9918,1.805971,31.00825,4/9/2020,56,88595,19,17,0,0
Missouri,"Clark, MO",Clark,19,R,0.7726798749,,MO,7,-2,-0.285714286,73.56187,35,-38.5619,-2.62105,2.101768,2.37895,4/9/2020,5,6797,15,1,0,0
Missouri,"Cooper, MO",Cooper,19,R,0.7444561774,,MO,37,-13,-0.351351351,135.5243,35,-100.524,-17.8019,3.872123,6.19815,4/9/2020,24,17709,17,3,0,0
Missouri,"DeKalb, MO",DeKalb,19,R,0.8107255521,,MO,91,-22,-0.241758242,549.9323,35,-514.932,-64.6086,15.71235,4.39145,4/9/2020,69,12547,24,3,0,0
Missouri,"Henry, MO",Henry,19,R,0.750261233,,MO,97,-40,-0.412371134,261.1804,35,-226.18,-49.3616,7.462296,7.6384,4/9/2020,57,21824,9,2,5,1
Missouri,"Howard, MO",Howard,19,R,0.7200424178,,MO,11,-3,-0.272727273,79.992,35,-44.992,-4.49965,2.285486,3.50035,4/9/2020,8,10001,10,1,0,0
Missouri,"Johnson, MO",Johnson,19,M,0.6981740064,,MO,201,-107,-0.532338308,173.8744,35,-138.874,-75.0783,4.967841,18.9217,4/9/2020,94,54062,67,36,0,0
Missouri,"Livingston, MO",Livingston,19,R,0.7943632568,,MO,29,-6,-0.206896552,151.0475,35,-116.047,-17.6706,4.315642,5.32945,4/9/2020,23,15227,7,1,0,0
Missouri,"McDonald, MO",McDonald,19,R,0.8328141225,,MO,40,-16,-0.4,105.0926,35,-70.0926,-16.0071,3.002646,7.99295,4/9/2020,24,22837,18,4,0,0
Missouri,"Morgan, MO",Morgan,19,R,0.7923553719,,MO,75,-5,-0.066666667,339.361,35,-304.361,-62.7806,9.696029,7.21945,4/9/2020,70,20627,5,1,0,0
Missouri,"Perry, MO",Perry,19,R,0.8196891192,,MO,23,-4,-0.173913043,99.2893,35,-64.2893,-12.3024,2.836837,6.6976,4/9/2020,19,19136,162,31,0,0
Missouri,"Platte, MO",Platte,19,R,0.568544102,,MO,154,-41,-0.266233766,108.2189,35,-73.2189,-76.4537,3.091968,36.5463,4/9/2020,113,104418,20,21,0,0
Missouri,"Randolph, MO",Randolph,19,R,0.7676130389,,MO,57,-29,-0.50877193,113.1405,35,-78.1405,-19.3382,3.232584,8.6618,4/9/2020,28,24748,28,7,0,0
Missouri,"Saline, MO",Saline,19,R,0.6824894515,,MO,51,-4,-0.078431373,206.4936,35,-171.494,-39.0337,5.899816,7.96635,4/9/2020,47,22761,48,11,0,0
Missouri,"Scott, MO",Scott,19,R,0.7868177137,,MO,107,-26,-0.242990654,211.5987,35,-176.599,-67.602,6.045678,13.398,4/9/2020,81,38280,34,13,0,0
Missouri,"St. Louis city, MO",St. Louis city,19,B,0.1663179916,,MO,883,-144,-0.163080408,245.8613,35,-210.861,-633.798,7.024608,105.2016,4/9/2020,739,300576,166,498,4,13
Missouri,"Stone, MO",Stone,19,R,0.8195876289,,MO,72,-23,-0.319444444,153.355,35,-118.355,-37.8168,4.381572,11.1832,4/9/2020,49,31952,13,4,0,0
New Jersey,"Bergen, NJ",Bergen,-13,R,0.4381443299,,NJ,615,-152,-0.247154472,49.66735,35,-14.6673,-136.729,1.419067,326.2707,4/9/2020,463,932202,895,8343,37,345
New Jersey,"Salem, NJ",Salem,-13,R,0.5797705944,,NJ,286,-80,-0.27972028,330.2076,35,-295.208,-184.165,9.434502,21.83475,4/9/2020,206,62385,69,43,5,3
New York,"Chautauqua, NY",Chautauqua,-22,R,0.6300211416,,NY,165,-101,-0.612121212,50.43222,35,-15.4322,-19.584,1.440921,44.41605,4/9/2020,64,126903,14,18,1,1
New York,"New York City, NY",New York City,-22,M,0.1028806584,,NY,5447,-1239,-0.227464659,50.4749,35,-15.4749,-1290.11,1.44214,2917.886,4/9/2020,4208,8336817,1044,87028,62,5150
New York,"Westchester, NY",Westchester,-22,R,0.3309278351,,NY,643,-258,-0.401244168,39.79303,35,-4.79303,-46.3729,1.136944,338.6271,4/9/2020,385,967506,1758,17004,40,389
North Carolina,"Alamance, NC",Alamance,5,M,0.5661538462,,NC,358,-110,-0.30726257,146.3049,35,-111.305,-188.672,4.18014,59.32815,4/9/2020,248,169509,17,29,0,0
North Carolina,"Anson, NC",Anson,5,B,0.4362348178,,NC,52,-10,-0.192307692,171.8072,35,-136.807,-33.4439,4.908779,8.5561,4/9/2020,42,24446,37,9,0,0
North Carolina,"Buncombe, NC",Buncombe,5,M,0.4245867769,,NC,494,-155,-0.313765182,129.7901,35,-94.7901,-247.583,3.708288,91.41685,4/9/2020,339,261191,13,34,0,1
North Carolina,"Cabarrus, NC",Cabarrus,5,R,0.6030927835,,NC,326,-95,-0.291411043,106.7206,35,-71.7206,-155.241,3.049161,75.75855,4/9/2020,231,216453,40,86,1,2
North Carolina,"Carteret, NC",Carteret,5,M,0.7274590164,,NC,169,-50,-0.295857988,171.2896,35,-136.29,-94.6845,4.893988,24.31555,4/9/2020,119,69473,27,19,1,1
North Carolina,"Cherokee, NC",Cherokee,5,M,0.7920081967,,NC,129,-27,-0.209302326,356.4938,35,-321.494,-91.9858,10.18554,10.0142,4/9/2020,102,28612,32,9,4,1
North Carolina,"Cleveland, NC",Cleveland,5,R,0.656122449,,NC,297,-116,-0.390572391,184.7938,35,-149.794,-146.719,5.279823,34.28145,4/9/2020,181,97947,28,27,0,0
North Carolina,"Forsyth, NC",Forsyth,5,M,0.4474226804,,NC,817,-152,-0.186046512,173.9494,35,-138.949,-531.197,4.969984,133.8033,4/9/2020,665,382295,28,105,1,2
North Carolina,"Guilford, NC",Guilford,5,M,0.3973305955,,NC,1025,-183,-0.178536585,156.7462,35,-121.746,-653.989,4.478464,188.0109,4/9/2020,842,537174,23,125,2,8
North Carolina,"Lee, NC",Lee,5,M,0.5673175745,,NC,111,-22,-0.198198198,144.0619,35,-109.062,-67.3774,4.116054,21.62265,4/9/2020,89,61779,7,4,0,0
North Carolina,"New Hanover, NC",New Hanover,5,M,0.5212435233,,NC,448,-125,-0.279017857,137.7557,35,-102.756,-240.934,3.935878,82.06555,4/9/2020,323,234473,21,49,0,0
North Carolina,"Rowan, NC",Rowan,5,M,0.6878198567,,NC,366,-127,-0.346994536,168.2056,35,-133.206,-189.269,4.805875,49.7308,4/9/2020,239,142088,50,71,1,2
North Carolina,"Transylvania, NC",Transylvania,5,R,0.6156217883,,NC,82,-36,-0.43902439,133.7793,35,-98.7793,-33.9653,3.822265,12.03475,4/9/2020,46,34385,17,6,0,0
North Carolina,"Wake, NC",Wake,5,M,0.6064382139,,NC,1227,-166,-0.135289324,95.43418,35,-60.4342,-671.884,2.726691,389.1164,4/9/2020,1061,1111761,33,371,0,0
Oklahoma,"Mayes, OK",Mayes,34,M,0.7712486884,,OK,83,-31,-0.373493976,126.5207,35,-91.5207,-37.615,3.614877,14.385,4/9/2020,52,41100,29,12,5,2
Oklahoma,"Rogers, OK",Rogers,34,M,0.7968421053,,OK,245,-42,-0.171428571,219.5568,35,-184.557,-170.639,6.273051,32.36065,4/9/2020,203,92459,21,19,0,0
Oregon,"Crook, OR",Crook,-9,R,0.7637711864,,OR,48,-23,-0.479166667,102.4422,35,-67.4422,-16.4586,2.926921,8.5414,4/9/2020,25,24404,4,1,0,0
Oregon,"Deschutes, OR",Deschutes,-9,M,0.5205183585,,OR,289,-144,-0.498269896,73.34642,35,-38.3464,-75.8078,2.095612,69.1922,4/9/2020,145,197692,25,50,0,0
Oregon,"Douglas, OR",Douglas,-9,R,0.7101604278,,OR,194,-122,-0.628865979,64.87655,35,-29.8766,-33.157,1.853616,38.843,4/9/2020,72,110980,11,12,0,0
Oregon,"Josephine, OR",Josephine,-9,R,0.6680942184,,OR,170,-77,-0.452941176,106.3015,35,-71.3015,-62.3796,3.037186,30.62045,4/9/2020,93,87487,18,16,0,0
Pennsylvania,"Allegheny, PA",Allegheny,1,M,0.4149377593,,PA,2488,-774,-0.311093248,140.9487,35,-105.949,-1288.38,4.027107,425.6158,4/9/2020,1714,1216045,62,759,1,12
Pennsylvania,"Beaver, PA",Beaver,1,M,0.6041450777,,PA,250,-46,-0.184,124.4441,35,-89.4441,-146.625,3.555546,57.37515,4/9/2020,204,163929,79,129,8,13
Pennsylvania,"Bedford, PA",Bedford,1,R,0.8431771894,,PA,182,-29,-0.159340659,319.4955,35,-284.495,-136.239,9.128443,16.7608,4/9/2020,153,47888,8,4,0,0
Pennsylvania,"Blair, PA",Blair,1,R,0.7394002068,,PA,384,-135,-0.3515625,204.3848,35,-169.385,-206.36,5.839567,42.64015,4/9/2020,249,121829,5,6,0,0
Pennsylvania,"Bucks, PA",Bucks,1,M,0.5031185031,,PA,952,-218,-0.228991597,116.8288,35,-81.8288,-514.106,3.337964,219.8945,4/9/2020,734,628270,163,1022,5,28
Pennsylvania,"Cambria, PA",Cambria,1,R,0.6945304438,,PA,411,-69,-0.167883212,262.689,35,-227.689,-296.433,7.505399,45.5672,4/9/2020,342,130192,8,10,1,1
Pennsylvania,"Centre, PA",Centre,1,R,0.4900105152,,PA,221,-16,-0.07239819,126.2432,35,-91.2432,-148.165,3.606948,56.83475,4/9/2020,205,162385,36,59,0,0
Pennsylvania,"Clarion, PA",Clarion,1,R,0.7471383975,,PA,80,-12,-0.15,176.9083,35,-141.908,-54.5467,5.054522,13.4533,4/9/2020,68,38438,21,8,0,0
Pennsylvania,"Clearfield, PA",Clearfield,1,R,0.7559462254,,PA,179,-76,-0.424581006,129.9603,35,-94.9603,-75.2608,3.71315,27.73925,4/9/2020,103,79255,9,7,0,0
Pennsylvania,"Columbia, PA",Columbia,1,R,0.6719077568,,PA,199,-81,-0.407035176,181.6391,35,-146.639,-95.2626,5.189687,22.7374,4/9/2020,118,64964,100,65,3,2
Pennsylvania,"Crawford, PA",Crawford,1,R,0.700729927,,PA,152,-7,-0.046052632,171.3361,35,-136.336,-115.38,4.895316,29.62015,4/9/2020,145,84629,15,13,0,0
Pennsylvania,"Dauphin, PA",Dauphin,1,M,0.4854166667,,PA,1117,-205,-0.183527305,327.7051,35,-292.705,-814.595,9.363003,97.40465,4/9/2020,912,278299,65,180,1,2
